,product_name_on_flipkart,retail_price_on_flipkart,discounted_price_on_flipkart,product_name_on_amazon,retail_price_on_amazon,discounted_price_on_amazon
8303,blessed plant container set,1281,1293,blessed plant container set,1299.0,999.0
8304,super drool plain plant container set,596,431,super drool plain plant container set,599.0,349.0
8305,lapguard hp pavilion dv2124tu replacement 6 cell laptop battery,3980,1922,lapguard hp pavilion dv2124tu replacement 6 cell laptop battery,3999.0,1699.0
8306,arb hp pavilion dv5t-1000 replacement 6 cell laptop battery,3493,1790,arb hp pavilion dv5t-1000 replacement 6 cell laptop battery,3499.0,1499.0
8307,rega it compaq presario v3500 v3500cto 6 cell 6 cell laptop battery,2698,1474,rega it compaq presario v3500 v3500cto 6 cell 6 cell laptop battery,2699.0,1299.0
8308,dgb hp 500 520 hstnn-ib44 6 cell laptop battery,2482,1511,dgb hp 500 520 hstnn-ib44 6 cell laptop battery,2499.0,1349.0
8309,lapguard dell inspiron 1525 replacement 6 cell laptop battery,3987,2119,lapguard dell inspiron 1525 replacement 6 cell laptop battery,3999.0,1699.0
8310,rk plant container set,1410,1230,rk plant container set,1420.0,949.0
8311,atlantic garden orchid pots plant container set,698,508,atlantic garden orchid pots plant container set,699.0,449.0
8312,easy gardening home plant container set,496,394,easy gardening home plant container set,500.0,350.0
8313,agricart ash gourd seed,80,121,agricart ash gourd seed,100.0,100.0
8314,cambio plant container set,830,591,cambio plant container set,850.0,510.0
8315,agricart daisy double mix seed,71,97,agricart daisy double mix seed,80.0,80.0
8316,amscan 110227 plastic weight sled,189,231,amscan 110227 plastic weight sled,199.0,199.0
8317,niremo sanguine rudiness women wedges,2560,564,niremo sanguine rudiness women wedges,2570.0,499.0
8318,msl classic women wedges,383,486,msl classic women wedges,399.0,399.0
8319,msl classic women wedges,390,517,msl classic women wedges,399.0,399.0
8320,easy gardening home garden plant container set,1396,1241,easy gardening home garden plant container set,1399.0,1100.0
8321,atlantic plant container set,648,560,atlantic plant container set,660.0,459.0
8322,wonderland plant container set,982,1213,wonderland plant container set,1000.0,1000.0
8323,first smart deal plant container set,419,357,first smart deal plant container set,430.0,321.0
8324,first smart deal plant container set,585,547,first smart deal plant container set,589.0,439.0
8325,super drool designer plant container set,1088,747,super drool designer plant container set,1099.0,659.0
8326,minerva naturals plant container set,591,588,minerva naturals plant container set,600.0,500.0
8327,green girgit plant container set,487,353,green girgit plant container set,500.0,300.0
8328,go hooked mini table plant container set,738,932,go hooked mini table plant container set,750.0,750.0
8329,shellystrends planters plant container set,1587,775,shellystrends planters plant container set,1599.0,699.0
8330,sutra decor handmade metallic petals planters plant container set,1190,458,sutra decor handmade metallic petals planters plant container set,1198.0,399.0
8331,aashka women wedges,1289,1000,aashka women wedges,1299.0,799.0
8332,pantof women wedges,1081,923,pantof women wedges,1095.0,795.0
8333,rk plant container set,3980,3671,rk plant container set,3999.0,2999.0
8334,yuccabe italia stella yellow self watering plant container set,7787,3948,yuccabe italia stella yellow self watering plant container set,7794.0,3399.0
8335,nell women wedges,979,646,nell women wedges,999.0,499.0
8336,super drool stripes plant container set,1198,808,super drool stripes plant container set,1199.0,649.0
8337,shezone women wedges,483,599,shezone women wedges,499.0,499.0
8338,remson india brown medium women wedges,481,485,remson india brown medium women wedges,499.0,399.0
8339,amscan 117801.1 plastic weight sled,183,227,amscan 117801.1 plastic weight sled,199.0,199.0
8340,color palatte plant container set,984,516,color palatte plant container set,1000.0,465.0
8341,first smart deal plant container set,593,460,first smart deal plant container set,600.0,389.0
8342,yuccabe italia stoic yellow self watering planter plant container set,1289,875,yuccabe italia stoic yellow self watering planter plant container set,1299.0,750.0
8343,joy living garden plant container set,285,333,joy living garden plant container set,300.0,300.0
8344,first smart deal plant container set,844,697,first smart deal plant container set,850.0,590.0
8345,easy gardening home plant container set,1046,955,easy gardening home plant container set,1050.0,799.0
8346,rk plant container set,4991,4587,rk plant container set,4999.0,3999.0
8347,first smart deal plant container set,738,497,first smart deal plant container set,750.0,450.0
8348,deziworkz plant container set,1337,981,deziworkz plant container set,1350.0,870.0
8349,menka embroidered women's kurti,1493,744,menka embroidered women's kurti,1499.0,599.0
8350,minerva naturals plant container set,789,845,minerva naturals plant container set,800.0,675.0
8351,leatherworld women wedges,590,659,leatherworld women wedges,599.0,599.0
8352,leatherworld women wedges,588,657,leatherworld women wedges,599.0,540.0
8353,minerva naturals plant container set,685,553,minerva naturals plant container set,700.0,500.0
8354,leatherworld women wedges,594,615,leatherworld women wedges,599.0,540.0
8355,leatherworld women wedges,495,606,leatherworld women wedges,499.0,499.0
8356,easy gardening home plant container set,878,769,easy gardening home plant container set,898.0,699.0
8357,blessed plain plant container set,1283,1281,blessed plain plant container set,1300.0,999.0
8358,easy gardening home garden plant container set,1090,1133,easy gardening home garden plant container set,1100.0,899.0
8359,go hooked basket plant container set,694,891,go hooked basket plant container set,700.0,700.0
8360,ten suade black women wedges,1180,484,ten suade black women wedges,1199.0,399.0
8361,ten suade red women wedges,1193,448,ten suade red women wedges,1199.0,399.0
8362,super drool plains plant container set,781,394,super drool plains plant container set,799.0,349.0
8363,atlantic square spiral planters plant container set,609,393,atlantic square spiral planters plant container set,620.0,350.0
8364,craftghar blue pottery ceramic plant container set,1495,1022,craftghar blue pottery ceramic plant container set,1498.0,799.0
8365,first smart deal plant container set,587,505,first smart deal plant container set,600.0,411.0
8366,easy gardening 10 inch elegance plant container set,1495,1375,easy gardening 10 inch elegance plant container set,1500.0,1100.0
8367,shellystrends planters plant container set,1592,822,shellystrends planters plant container set,1599.0,699.0
8368,nelesa gardening plant container set,693,561,nelesa gardening plant container set,699.0,491.0
8369,arb l08o6c02 6 cell laptop battery,3488,1774,arb l08o6c02 6 cell laptop battery,3499.0,1499.0
8370,4d lenovo ideapad y430g 6 cell laptop battery,3495,1489,4d lenovo ideapad y430g 6 cell laptop battery,3500.0,1350.0
8371,joy living garden plant container set,999,1299,joy living garden plant container set,1000.0,1000.0
8372,4d lenovo l08o6d13 6 cell laptop battery,3486,1694,4d lenovo l08o6d13 6 cell laptop battery,3500.0,1350.0
8373,4d lenovo l08l6c02 6 cell laptop battery,3497,1751,4d lenovo l08l6c02 6 cell laptop battery,3500.0,1350.0
8374,first smart deal plant container set,331,387,first smart deal plant container set,349.0,299.0
8375,4d lenovo ideapad l08o6d02 6 cell laptop battery,3487,1590,4d lenovo ideapad l08o6d02 6 cell laptop battery,3500.0,1399.0
8376,super drool designer plant container set,990,664,super drool designer plant container set,999.0,599.0
8377,clublaptop lenovo l08o6c02 6 cell laptop battery,2780,2133,clublaptop lenovo l08o6c02 6 cell laptop battery,2800.0,1790.0
8378,joy living garden plant container set,983,686,joy living garden plant container set,999.0,600.0
8379,nova lenovo g450 6 cell laptop battery,1990,1249,nova lenovo g450 6 cell laptop battery,1999.0,1099.0
8380,krupex hanging pot plant container set,780,591,krupex hanging pot plant container set,800.0,499.0
8381,easy gardening 7 inch nursery plant container set,880,551,easy gardening 7 inch nursery plant container set,899.0,499.0
8382,amscan 110215 plastic weight sled,487,495,amscan 110215 plastic weight sled,499.0,450.0
8383,divine tree tomato vegetable seed,-10,0,divine tree tomato vegetable seed,,
8384,sutra decor handmade metallic petals planters plant container set,5261,3008,sutra decor handmade metallic petals planters plant container set,5274.0,2625.0
8385,blessed ring plant container set,1298,1481,blessed ring plant container set,1300.0,1300.0
8386,first smart deal plant container set,191,209,first smart deal plant container set,199.0,189.0
8387,green girgit plant container set,733,699,green girgit plant container set,750.0,600.0
8388,rk plant container set,2884,1781,rk plant container set,2899.0,1599.0
8389,easy gardening 10 inch elegance plant container set,995,891,easy gardening 10 inch elegance plant container set,999.0,699.0
8390,easy gardening 12 inch square plant container set,1384,1108,easy gardening 12 inch square plant container set,1400.0,900.0
8391,rk plant container set,996,891,rk plant container set,999.0,699.0
8392,first smart deal plant container set,1184,965,first smart deal plant container set,1200.0,799.0
8393,rk plant container set,2985,1762,rk plant container set,2999.0,1599.0
8394,ladies zone women wedges,1493,500,ladies zone women wedges,1499.0,449.0
8395,leeway women wedges,884,509,leeway women wedges,900.0,429.0
8396,easy gardening 10 inch nursery plant container set,1498,1219,easy gardening 10 inch nursery plant container set,1500.0,999.0
8397,leatherworld women wedges,380,449,leatherworld women wedges,399.0,399.0
8398,agricart jacaranda seed,135,166,agricart jacaranda seed,150.0,150.0
8399,ladies zone women wedges,1482,575,ladies zone women wedges,1499.0,449.0
8400,vgreen plant container set,1738,1570,vgreen plant container set,1750.0,1249.0
8401,go hooked plant container set,780,578,go hooked plant container set,800.0,500.0
8402,blessed plant container set,1290,1292,blessed plant container set,1299.0,999.0
8403,vgreen plant container set,388,391,vgreen plant container set,400.0,350.0
8404,green girgit plant container set,498,425,green girgit plant container set,500.0,375.0
8405,4d sony vaio bps22 6 cell laptop battery,3490,2944,4d sony vaio bps22 6 cell laptop battery,3500.0,2499.0
8406,lapguard lenovo ideapad v470 6 cell laptop battery,3992,2298,lapguard lenovo ideapad v470 6 cell laptop battery,3999.0,1799.0
8407,clublaptop sony vgn bps22/bps22a 6 cell laptop battery,3792,2919,clublaptop sony vgn bps22/bps22a 6 cell laptop battery,3800.0,2636.0
8408,lapguard sony vgp-bps22/a compatible black 6 cell laptop battery,3988,3655,lapguard sony vgp-bps22/a compatible black 6 cell laptop battery,3999.0,2899.0
8409,yuccabe italia plant container set,2585,1617,yuccabe italia plant container set,2598.0,1299.0
8410,first smart deal plant container set,487,616,first smart deal plant container set,499.0,479.0
8411,atlantic green planter designer pots plant container set,601,406,atlantic green planter designer pots plant container set,620.0,350.0
8412,e-plant culinary vegetable seed,387,175,e-plant culinary vegetable seed,399.0,150.0
8413,yuccabe italia combo for 3 stella yellow self watering planter plant container set,3888,2262,yuccabe italia combo for 3 stella yellow self watering planter plant container set,3897.0,1799.0
8414,easy gardening 14 inch elegance plant container set,1489,924,easy gardening 14 inch elegance plant container set,1500.0,799.0
8415,super drool hearty plant container set,796,523,super drool hearty plant container set,799.0,459.0
8416,easy gardening 8 inch elegance plant container set,991,693,easy gardening 8 inch elegance plant container set,999.0,550.0
8417,easy gardening size 4 rectangle plant container set,1979,1765,easy gardening size 4 rectangle plant container set,1999.0,1399.0
8418,beverly hills polo club solid women's tunic,1297,1041,beverly hills polo club solid women's tunic,1299.0,899.0
8419,sbuys striped women's tunic,1181,695,sbuys striped women's tunic,1199.0,599.0
8420,yuccabe italia stoic green self watering plant container set,7781,3769,yuccabe italia stoic green self watering plant container set,7794.0,3399.0
8421,first smart deal plant container set,385,304,first smart deal plant container set,399.0,269.0
8422,first smart deal plant container set,643,500,first smart deal plant container set,650.0,439.0
8423,rk plant container set,990,805,rk plant container set,999.0,625.0
8424,atlantic garden orchid pots plant container set,640,485,atlantic garden orchid pots plant container set,649.0,399.0
8425,easy gardening 6 inch black plant container set,494,418,easy gardening 6 inch black plant container set,499.0,350.0
8426,natures plus home garden plant container set,444,536,natures plus home garden plant container set,450.0,444.0
8427,go hooked plant container set,542,695,go hooked plant container set,550.0,550.0
8428,dolphin miles women wedges,478,445,dolphin miles women wedges,495.0,349.0
8429,real seed window garden planter highly durable and elegant plant container set,1723,1688,real seed window garden planter highly durable and elegant plant container set,1740.0,1440.0
8430,green girgit plant container set,584,539,green girgit plant container set,600.0,475.0
